28,079,056,10,47,02,2020,04,26,00006,V,00008,V,00007,V,00006,V,00005,V,00007,V,00007,V,00009,V,00008,V,00010,V,00010,V,00009,V,00009,V,00011,V,00013,V,00019,V,00019,V,00015,V,00026,V,00026,V,00010,V,00008,V,00009,V,00008,V
28,079,056,10,47,02,2020,04,27,00006,V,00005,V,00006,V,00006,V,00006,V,00007,V,00008,N,00010,V,00009,N,00009,N,00010,N,00010,V,00009,V,00007,V,00009,V,00005,V,00005,V,00007,V,00005,V,00004,V,00005,V,00006,V,00004,V,00005,V
28,079,056,10,47,02,2020,04,28,00005,V,00006,V,00004,V,00005,V,00006,V,00005,V,00005,V,00006,V,00010,V,00006,V,00005,V,00003,V,00003,V,00003,V,00006,V,00002,V,00003,V,00002,V,00004,V,00006,V,00004,V,00005,V,00004,V,00005,V
28,079,056,10,47,02,2020,04,29,00005,V,00004,V,00004,V,00004,V,00003,V,00003,V,00006,V,00010,V,00013,V,00007,V,00003,V,00005,V,00004,V,00004,V,00006,V,00005,V,00006,V,00009,V,00009,V,00006,V,00005,V,00004,V,00005,V,00005,V
28,079,056,10,47,02,2020,04,30,00003,V,00005,V,00002,V,00004,V,00004,V,00006,V,00005,V,00008,V,00005,V,00004,V,00003,V,00006,V,00007,V,00007,V,00005,V,00003,V,00004,V,00005,V,00006,V,00006,V,00003,V,00003,V,00004,V,00005,V
28,079,056,12,08,02,2020,04,01,00056,V,00033,V,00032,V,00026,V,00037,V,00050,V,00070,V,00091,V,00096,V,00084,V,00055,V,00034,N,00028,V,00018,V,00017,V,00016,V,00015,V,00015,V,00015,V,00016,V,00028,V,00089,V,00099,V,00122,V
28,079,056,12,08,02,2020,04,02,00173,V,00066,V,00040,V,00024,V,00028,V,00043,V,00068,V,00055,V,00070,V,00079,V,00056,V,00035,V,00031,V,00029,V,00028,V,00031,V,00028,V,00028,V,00029,V,00031,V,00038,V,00039,V,00035,V,00029,V
28,079,056,12,08,02,2020,04,03,00024,V,00024,V,00022,V,00023,V,00031,V,00040,V,00037,V,00049,V,00065,V,00079,V,00043,V,00044,V,00032,V,00030,V,00025,V,00027,V,00028,V,00029,V,00030,V,00033,V,00042,V,00076,V,00095,V,00102,V
28,079,056,12,08,02,2020,04,04,00042,V,00040,V,00043,V,00032,V,00040,V,00040,V,00045,V,00053,V,00055,V,00053,V,00028,V,00024,V,00021,V,00018,V,00021,V,00019,V,00020,V,00021,V,00022,V,00021,V,00023,V,00029,V,00024,V,00023,V
28,079,056,12,08,02,2020,04,05,00026,V,00014,V,00015,V,00013,V,00013,V,00016,V,00017,V,00029,V,00051,V,00020,V,00019,V,00018,V,00016,V,00015,V,00014,V,00015,V,00014,V,00014,V,00013,V,00015,V,00021,V,00035,V,00042,V,00026,V
28,079,056,12,08,02,2020,04,06,00022,V,00015,V,00020,V,00029,V,00031,V,00029,V,00054,V,00065,V,00059,V,00064,V,00043,V,00019,V,00018,V,00016,V,00015,V,00017,V,00016,V,00016,V,00015,V,00016,V,00019,V,00033,V,00077,V,00050,V
28,079,056,12,08,02,2020,04,07,00039,V,00017,V,00014,V,00016,V,00023,V,00040,V,00067,V,00103,V,00095,V,00062,V,00048,V,00036,V,00036,V,00030,V,00026,V,00034,V,00025,V,00024,V,00026,V,00040,V,00037,V,00062,V,00089,V,00107,V
28,079,056,12,08,02,2020,04,08,00085,V,00056,V,00056,V,00032,V,00042,V,00041,V,00059,V,00091,V,00126,V,00068,V,00048,V,00034,V,00029,V,00030,V,00030,V,00024,V,00020,V,00015,V,00017,V,00016,V,00031,V,00064,V,00083,V,00099,V
28,079,056,12,08,02,2020,04,09,00035,V,00048,V,00019,V,00019,V,00022,V,00018,V,00019,V,00043,V,00041,V,00036,V,00036,V,00027,V,00028,V,00028,V,00029,V,00030,V,00018,V,00024,V,00025,V,00024,V,00029,V,00031,V,00035,V,00026,V
28,079,056,12,08,02,2020,04,10,00023,V,00019,V,00018,V,00016,V,00015,V,00018,V,00018,V,00022,V,00023,V,00025,V,00022,V,00023,V,00021,V,00022,V,00019,V,00021,V,00022,V,00023,V,00023,V,00028,V,00026,V,00028,V,00031,V,00025,V
28,079,056,12,08,02,2020,04,11,00025,V,00022,V,00028,V,00018,V,00018,V,00017,V,00023,V,00031,V,00031,V,00026,V,00028,V,00025,V,00023,V,00019,V,00025,V,00018,V,00016,V,00019,V,00018,V,00019,V,00027,V,00034,V,00036,V,00050,V
28,079,056,12,08,02,2020,04,12,00044,V,00019,V,00013,V,00014,V,00012,V,00013,V,00016,V,00020,V,00030,V,00020,V,00017,N,00000,N,00000,N,00013,N,00015,V,00015,V,00013,V,00013,V,00015,V,00016,V,00021,V,00047,V,00050,V,00039,V
28,079,056,12,08,02,2020,04,13,00029,V,00016,V,00015,V,00017,V,00018,V,00018,V,00031,V,00055,V,00065,V,00037,V,00048,V,00039,V,00041,V,00034,V,00034,V,00029,V,00026,V,00019,V,00021,V,00035,V,00054,V,00097,V,00124,V,00095,V
28,079,056,12,08,02,2020,04,14,00045,V,00032,V,00027,V,00023,V,00023,V,00023,V,00043,V,00068,V,00076,V,00072,V,00060,V,00051,V,00049,V,00036,V,00032,V,00033,V,00036,V,00037,V,00048,V,00043,V,00047,V,00049,V,00050,V,00044,V
28,079,056,12,08,02,2020,04,15,00034,V,00023,V,00022,V,00023,V,00024,V,00029,V,00045,V,00060,V,00048,V,00042,V,00058,V,00079,V,00049,V,00037,V,00038,V,00035,V,00027,V,00029,V,00037,V,00031,V,00042,V,00040,V,00031,V,00028,V
28,079,056,12,08,02,2020,04,16,00023,V,00018,V,00023,V,00017,V,00021,V,00029,V,00050,V,00113,V,00137,V,00073,V,00042,V,00037,V,00037,V,00033,V,00032,V,00037,V,00024,V,00018,V,00024,V,00025,V,00029,V,00043,V,00054,V,00079,V
28,079,056,12,08,02,2020,04,17,00036,V,00015,V,00015,V,00015,V,00019,V,00026,V,00092,V,00244,V,00176,V,00105,V,00050,V,00030,V,00029,V,00021,V,00019,V,00018,V,00017,V,00017,V,00018,V,00018,V,00020,V,00093,V,00103,V,00131,V
28,079,056,12,08,02,2020,04,18,00127,V,00115,V,00065,V,00025,V,00022,V,00022,V,00033,V,00084,V,00050,V,00051,V,00039,V,00035,V,00020,V,00020,V,00013,V,00016,V,00020,V,00020,V,00019,V,00017,V,00016,V,00021,V,00026,V,00021,V
28,079,056,12,08,02,2020,04,19,00034,V,00020,V,00017,V,00024,V,00016,V,00016,V,00016,V,00022,V,00024,V,00022,V,00018,V,00019,V,00019,V,00018,V,00016,V,00018,V,00022,V,00020,V,00017,V,00037,V,00030,V,00037,V,00018,V,00017,V
28,079,056,12,08,02,2020,04,20,00039,V,00024,V,00023,V,00019,V,00023,V,00034,V,00068,V,00124,V,00082,V,00057,V,00084,V,00066,V,00027,V,00020,V,00017,V,00020,V,00015,V,00017,V,00017,V,00020,V,00019,V,00032,V,00041,V,00050,V
28,079,056,12,08,02,2020,04,21,00037,V,00019,V,00016,V,00013,V,00012,V,00014,V,00023,V,00025,V,00024,V,00029,V,00029,V,00021,V,00017,V,00019,V,00023,V,00021,V,00017,V,00021,V,00017,V,00026,V,00037,V,00038,V,00024,V,00020,V
28,079,056,12,08,02,2020,04,22,00027,V,00024,V,00028,V,00036,V,00025,V,00059,V,00126,V,00182,V,00238,V,00137,V,00069,V,00049,V,00030,V,00026,V,00034,V,00031,V,00028,V,00031,V,00020,V,00021,V,00020,V,00033,V,00045,V,00026,V
28,079,056,12,08,02,2020,04,23,00023,V,00024,V,00018,V,00017,V,00025,V,00027,V,00050,V,00080,V,00076,V,00066,V,00060,V,00052,V,00050,V,00040,V,00035,V,00031,V,00035,V,00030,V,00032,V,00028,V,00044,V,00071,V,00086,V,00108,V
28,079,056,12,08,02,2020,04,24,00042,V,00039,V,00046,V,00028,V,00029,V,00031,V,00070,V,00068,V,00091,V,00092,V,00043,V,00038,V,00034,V,00029,V,00034,V,00034,V,00026,V,00025,V,00031,V,00029,V,00031,V,00037,V,00052,V,00078,V
28,079,056,12,08,02,2020,04,25,00041,V,00025,V,00026,V,00024,V,00022,V,00032,V,00029,V,00043,V,00037,V,00040,V,00026,V,00021,V,00024,V,00020,V,00024,V,00017,V,00012,V,00009,V,00012,V,00015,V,00024,V,00034,V,00033,V,00017,V
28,079,056,12,08,02,2020,04,26,00026,V,00031,V,00025,V,00024,V,00015,V,00015,V,00017,V,00021,V,00023,V,00016,V,00013,V,00014,V,00013,V,00011,V,00011,V,00010,V,00008,V,00007,V,00010,V,00011,V,00012,V,00013,V,00015,V,00019,V
28,079,056,12,08,02,2020,04,27,00016,V,00013,V,00011,V,00012,V,00018,V,00020,V,00027,N,00042,N,00048,N,00030,N,00021,N,00018,V,00016,V,00015,V,00017,V,00019,V,00017,V,00019,V,00016,V,00017,V,00021,V,00028,V,00066,V,00068,V
28,079,056,12,08,02,2020,04,28,00033,V,00015,V,00012,V,00016,V,00015,V,00037,V,00068,V,00102,V,00054,V,00027,V,00023,V,00019,V,00017,V,00018,V,00016,V,00015,V,00018,V,00014,V,00014,V,00014,V,00014,V,00016,V,00017,V,00014,V
28,079,056,12,08,02,2020,04,29,00013,V,00020,V,00016,V,00019,V,00025,V,00032,V,00059,V,00202,V,00095,V,00046,V,00031,V,00019,V,00019,V,00016,V,00018,V,00016,V,00014,V,00012,V,00015,V,00015,V,00015,V,00018,V,00016,V,00015,V
28,079,056,12,08,02,2020,04,30,00012,V,00011,V,00010,V,00011,V,00011,V,00011,V,00021,V,00036,V,00037,V,00020,V,00016,V,00017,V,00016,V,00017,V,00017,V,00017,V,00018,V,00017,V,00014,V,00016,V,00018,V,00018,V,00020,V,00013,V
28,079,056,14,06,02,2020,04,01,00047,V,00056,V,00052,V,00061,V,00042,V,00037,V,00029,V,00016,V,00020,V,00035,V,00048,V,00054,V,00067,V,00079,V,00082,V,00083,V,00082,V,00082,V,00083,V,00082,V,00071,V,00026,V,00019,V,00012,V
28,079,056,14,06,02,2020,04,02,00007,V,00017,V,00017,V,00026,V,00022,V,00015,V,00009,V,00011,V,00012,V,00019,V,00039,V,00061,V,00070,V,00080,V,00080,V,00076,V,00078,V,00079,V,00077,V,00071,V,00062,V,00061,V,00060,V,00061,V
28,079,056,14,06,02,2020,04,03,00065,V,00066,V,00066,V,00059,V,00042,V,00035,V,00024,V,00018,V,00014,V,00023,V,00057,V,00065,V,00075,V,00082,V,00089,V,00092,V,00095,V,00096,V,00096,V,00094,V,00077,V,00046,V,00026,V,00029,V
28,079,056,14,06,02,2020,04,04,00048,V,00041,V,00034,V,00034,V,00024,V,00024,V,00020,V,00021,V,00020,V,00032,V,00064,V,00072,V,00077,V,00089,V,00089,V,00092,V,00093,V,00092,V,00089,V,00084,V,00080,V,00072,V,00075,V,00076,V
28,079,056,14,06,02,2020,04,05,00072,V,00073,V,00071,V,00070,V,00070,V,00067,V,00065,V,00053,V,00038,V,00066,V,00070,V,00071,V,00076,V,00082,V,00089,V,00092,V,00091,V,00091,V,00092,V,00090,V,00081,V,00064,V,00053,V,00065,V
28,079,056,14,06,02,2020,04,06,00065,V,00067,V,00056,V,00041,V,00038,V,00039,V,00024,V,00031,V,00032,V,00029,V,00047,V,00066,V,00070,V,00073,V,00074,V,00075,V,00076,V,00074,V,00074,V,00073,V,00069,V,00060,V,00028,V,00039,V
28,079,056,14,06,02,2020,04,07,00043,V,00061,V,00069,V,00064,V,00047,V,00035,V,00018,V,00011,V,00022,V,00036,V,00044,V,00050,V,00061,V,00065,V,00073,V,00065,V,00062,V,00066,V,00066,V,00054,V,00048,V,00031,V,00016,V,00010,V
28,079,056,14,06,02,2020,04,08,00010,V,00013,V,00015,V,00041,V,00023,V,00033,V,00025,V,00012,V,00017,V,00045,V,00063,V,00073,V,00077,V,00083,V,00085,V,00086,V,00084,V,00087,V,00084,V,00083,V,00068,V,00042,V,00025,V,00019,V
28,079,056,14,06,02,2020,04,09,00038,V,00035,V,00063,V,00070,V,00072,V,00078,V,00079,V,00050,V,00051,V,00051,V,00057,V,00071,V,00079,V,00078,V,00077,V,00075,V,00085,V,00081,V,00084,V,00081,V,00062,V,00051,V,00046,V,00058,V
28,079,056,14,06,02,2020,04,10,00059,V,00060,V,00062,V,00064,V,00064,V,00063,V,00063,V,00061,V,00059,V,00058,V,00058,V,00057,V,00060,V,00059,V,00060,V,00061,V,00061,V,00061,V,00061,V,00057,V,00055,V,00050,V,00051,V,00059,V
28,079,056,14,06,02,2020,04,11,00056,V,00058,V,00053,V,00063,V,00065,V,00067,V,00056,V,00051,V,00046,V,00053,V,00060,V,00070,V,00076,V,00082,V,00081,V,00084,V,00082,V,00081,V,00079,V,00075,V,00067,V,00060,V,00053,V,00042,V
28,079,056,14,06,02,2020,04,12,00044,V,00075,V,00092,V,00094,V,00096,V,00097,V,00094,V,00087,V,00080,V,00088,V,00095,N,00000,N,00000,N,00099,N,00097,V,00099,V,00099,V,00100,V,00099,V,00097,V,00090,V,00059,V,00053,V,00058,V
28,079,056,14,06,02,2020,04,13,00063,V,00084,V,00085,V,00084,V,00088,V,00087,V,00076,V,00057,V,00050,V,00077,V,00071,V,00077,V,00076,V,00079,V,00084,V,00088,V,00089,V,00091,V,00088,V,00078,V,00061,V,00032,V,00017,V,00023,V
28,079,056,14,06,02,2020,04,14,00038,V,00039,V,00036,V,00037,V,00039,V,00044,V,00043,V,00032,V,00027,V,00031,V,00036,V,00039,V,00045,V,00067,V,00075,V,00073,V,00074,V,00074,V,00067,V,00069,V,00063,V,00053,V,00055,V,00056,V
28,079,056,14,06,02,2020,04,15,00060,V,00066,V,00069,V,00065,V,00063,V,00061,V,00052,V,00048,V,00053,V,00058,V,00061,V,00055,V,00072,V,00076,V,00074,V,00074,V,00078,V,00073,V,00069,V,00073,V,00059,V,00053,V,00059,V,00060,V
28,079,056,14,06,02,2020,04,16,00063,V,00062,V,00056,V,00060,V,00057,V,00053,V,00037,V,00012,V,00013,V,00037,V,00055,V,00058,V,00062,V,00071,V,00075,V,00072,V,00070,V,00067,V,00065,V,00061,V,00060,V,00047,V,00038,V,00023,V
28,079,056,14,06,02,2020,04,17,00049,V,00065,V,00063,V,00062,V,00049,V,00051,V,00011,V,00009,V,00011,V,00027,V,00051,V,00063,V,00072,V,00073,V,00079,V,00081,V,00083,V,00081,V,00079,V,00076,V,00074,V,00028,V,00016,V,00009,V
28,079,056,14,06,02,2020,04,18,00009,V,00009,V,00014,V,00025,V,00025,V,00021,V,00016,V,00009,V,00012,V,00017,V,00032,V,00050,V,00077,V,00084,V,00095,V,00099,V,00099,V,00100,V,00102,V,00101,V,00093,V,00076,V,00059,V,00060,V
28,079,056,14,06,02,2020,04,19,00052,V,00062,V,00078,V,00073,V,00070,V,00066,V,00070,V,00070,V,00065,V,00075,V,00085,V,00088,V,00092,V,00096,V,00099,V,00102,V,00101,V,00097,V,00077,V,00057,V,00058,V,00042,V,00068,V,00064,V
28,079,056,14,06,02,2020,04,20,00035,V,00032,V,00036,V,00041,V,00039,V,00023,V,00015,V,00009,V,00013,V,00028,V,00033,V,00047,V,00070,V,00078,V,00081,V,00075,V,00076,V,00075,V,00074,V,00072,V,00073,V,00063,V,00059,V,00049,V
28,079,056,14,06,02,2020,04,21,00053,V,00060,V,00066,V,00072,V,00085,V,00082,V,00078,V,00075,V,00076,V,00069,V,00071,V,00075,V,00074,V,00074,V,00073,V,00075,V,00078,V,00073,V,00069,V,00069,V,00059,V,00053,V,00068,V,00069,V
28,079,056,14,06,02,2020,04,22,00062,V,00051,V,00044,V,00030,V,00037,V,00017,V,00008,V,00008,V,00013,V,00031,V,00060,V,00071,V,00081,V,00084,V,00084,V,00088,V,00089,V,00086,V,00090,V,00081,V,00076,V,00060,V,00051,V,00058,V
28,079,056,14,06,02,2020,04,23,00055,V,00052,V,00048,V,00044,V,00040,V,00041,V,00032,V,00026,V,00027,V,00034,V,00038,V,00047,V,00050,V,00057,V,00070,V,00079,V,00077,V,00075,V,00073,V,00074,V,00061,V,00037,V,00029,V,00012,V
28,079,056,14,06,02,2020,04,24,00031,V,00025,V,00018,V,00048,V,00046,V,00050,V,00029,V,00016,V,00017,V,00029,V,00062,V,00072,V,00076,V,00085,V,00082,V,00084,V,00081,V,00078,V,00077,V,00077,V,00074,V,00064,V,00046,V,00033,V
28,079,056,14,06,02,2020,04,25,00054,V,00067,V,00066,V,00068,V,00071,V,00062,V,00065,V,00046,V,00038,V,00060,V,00076,V,00084,V,00088,V,00099,V,00104,V,00101,V,00098,V,00094,V,00090,V,00087,V,00078,V,00069,V,00063,V,00060,V
28,079,056,14,06,02,2020,04,26,00055,V,00049,V,00049,V,00047,V,00061,V,00055,V,00046,V,00047,V,00045,V,00054,V,00064,V,00065,V,00070,V,00080,V,00086,V,00089,V,00089,V,00087,V,00085,V,00086,V,00083,V,00084,V,00083,V,00079,V
28,079,056,14,06,02,2020,04,27,00080,V,00077,V,00077,V,00073,V,00062,V,00062,V,00055,V,00052,V,00052,N,00069,V,00083,V,00088,V,00093,V,00092,V,00090,V,00087,V,00087,V,00085,V,00085,V,00087,V,00082,V,00076,V,00046,V,00042,V
28,079,056,14,06,02,2020,04,28,00052,V,00073,V,00074,V,00066,V,00066,V,00042,V,00034,V,00021,V,00046,V,00061,V,00066,V,00076,V,00080,V,00080,V,00084,V,00087,V,00086,V,00084,V,00080,V,00081,V,00079,V,00077,V,00073,V,00074,V
28,079,056,14,06,02,2020,04,29,00070,V,00065,V,00065,V,00058,V,00050,V,00046,V,00027,V,00010,V,00026,V,00050,V,00060,V,00074,V,00077,V,00078,V,00079,V,00081,V,00082,V,00080,V,00075,V,00074,V,00072,V,00067,V,00067,V,00068,V
28,079,056,14,06,02,2020,04,30,00068,V,00068,V,00071,V,00069,V,00077,V,00079,V,00072,V,00062,V,00061,V,00071,V,00077,V,00080,V,00083,V,00083,V,00084,V,00080,V,00077,V,00077,V,00076,V,00074,V,00072,V,00071,V,00069,V,00072,V
28,079,057,01,38,02,2020,04,01,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,02,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,03,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00006,V,00006,V,00006,V,00006,V
28,079,057,01,38,02,2020,04,04,00006,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,05,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,06,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,07,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,08,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,09,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,10,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,11,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,12,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,13,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,14,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,15,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,16,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,17,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,18,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,19,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,20,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,21,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,22,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,23,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,24,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,N,00005,N,00005,N,00005,N,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,25,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,26,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,27,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,28,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,29,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,01,38,02,2020,04,30,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V,00005,V
28,079,057,06,48,02,2020,04,01,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.3,V,000.3,V
28,079,057,06,48,02,2020,04,02,000.2,V,000.3,V,000.3,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V
28,079,057,06,48,02,2020,04,03,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.3,V,000.4,V,000.4,V
28,079,057,06,48,02,2020,04,04,000.4,V,000.3,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V,000.2,V
